1.00000005E-03	0.286533862
1.09999999E-02	0.292984247
2.09999997E-02	0.293068051
3.09999995E-02	0.293204278
4.10000011E-02	0.293393016
5.09999990E-02	0.293634385
6.10000007E-02	0.293928474
7.10000023E-02	0.294275492
8.10000002E-02	0.294675589
9.09999982E-02	0.295129001
0.101000004	0.295635998
0.111000001	0.296196848
0.120999999	0.296811819
0.130999997	0.297481328
0.141000003	0.298205703
0.150999993	0.298985332
0.160999998	0.299820662
0.171000004	0.300712168
0.180999994	0.301660329
0.191000000	0.302665681
0.201000005	0.303728789
0.210999995	0.304850221
0.221000001	0.306030631
0.231000006	0.307270646
0.240999997	0.308570981
0.250999987	0.309932381
0.261000007	0.311355561
0.270999998	0.312841356
0.280999988	0.314390600
0.291000009	0.316004157
0.300999999	0.317682892
0.310999990	0.319427818
0.321000010	0.321239889
0.331000000	0.323120087
0.340999991	0.325069547
0.351000011	0.327089310
0.361000001	0.329180539
0.370999992	0.331344455
0.381000012	0.333582193
0.391000003	0.335895091
0.400999993	0.338284463
0.411000013	0.340751618
0.421000004	0.343297958
0.430999994	0.345924944
0.441000015	0.348634064
0.451000005	0.351426870
0.460999995	0.354304880
0.470999986	0.357269764
0.481000006	0.360323191
0.490999997	0.363466889
0.500999987	0.366702616
0.510999978	0.370032191
0.521000028	0.373457462
0.531000018	0.376980364
0.541000009	0.380602866
0.550999999	0.384326965
0.560999990	0.388154745
0.570999980	0.392088264
0.580999970	0.396129727
0.591000021	0.400281310
0.601000011	0.404545277
0.611000001	0.408923954
0.620999992	0.413419604
0.630999982	0.418034703
0.640999973	0.422771603
0.651000023	0.427632838
0.661000013	0.432620853
0.671000004	0.437738240
0.680999994	0.442987561
0.690999985	0.448371410
0.700999975	0.453892469
0.711000025	0.459553331
0.721000016	0.465356737
0.731000006	0.471305341
0.740999997	0.477401853
0.750999987	0.483649015
0.760999978	0.490049511
0.771000028	0.496606022
0.781000018	0.503321230
0.791000009	0.510197878
0.800999999	0.517238498
0.810999990	0.524445653
0.820999980	0.531821966
0.830999970	0.539369881
0.841000021	0.547091722
0.851000011	0.554989815
0.861000001	0.563066363
0.870999992	0.571323395
0.880999982	0.579762876
0.890999973	0.588386595
0.901000023	0.597196162
0.911000013	0.606192887
0.921000004	0.615378082
0.930999994	0.624752581
0.940999985	0.634317219
0.950999975	0.644072235
0.961000025	0.654017866
0.971000016	0.664153755
0.981000006	0.674479306
0.990999997	0.684993505
1.00100005	0.695694923
1.01100004	0.706581593
1.02100003	0.717651129
1.03100002	0.728900492
1.04100001	0.740326345
1.05100000	0.751924396
1.06099999	0.763689995
1.07099998	0.775617778
1.08099997	0.787701547
1.09099996	0.799934447
1.10099995	0.812308908
1.11099994	0.824816525
1.12100005	0.837448061
1.13100004	0.850193381
1.14100003	0.863041580
1.15100002	0.875980794
1.16100001	0.888998270
1.17100000	0.902080357
1.18099999	0.915212393
1.19099998	0.928378940
1.20099998	0.941563487
1.21099997	0.954748750
1.22099996	0.967916489
1.23099995	0.981047690
1.24100006	0.994122386
1.25100005	1.00712013
1.26100004	1.02001941
1.27100003	1.03279829
1.28100002	1.04543424
1.29100001	1.05790436
1.30100000	1.07018495
1.31099999	1.08225262
1.32099998	1.09408343
1.33099997	1.10565329
1.34099996	1.11693859
1.35099995	1.12791550
1.36099994	1.13856077
1.37100005	1.14885163
1.38100004	1.15876579
1.39100003	1.16828179
1.40100002	1.17737925
1.41100001	1.18603837
1.42100000	1.19424117
1.43099999	1.20197034
1.44099998	1.20921040
1.45099998	1.21594715
1.46099997	1.22216821
1.47099996	1.22786283
1.48099995	1.23302197
1.49100006	1.23763871
1.50100005	1.24170756
1.51100004	1.24522531
1.52100003	1.24819064
1.53100002	1.25060403
1.54100001	1.25246787
1.55100000	1.25378644
1.56099999	1.25456583
1.57099998	1.25481391
1.58099997	1.25454021
1.59099996	1.25375581
1.60099995	1.25247324
1.61099994	1.25070655
1.62100005	1.24847078
1.63100004	1.24578249
1.64100003	1.24265885
1.65100002	1.23911822
1.66100001	1.23517966
1.67100000	1.23086274
1.68099999	1.22618747
1.69099998	1.22117472
1.70099998	1.21584511
1.71099997	1.21021950
1.72099996	1.20431924
1.73099995	1.19816506
1.74100006	1.19177783
1.75100005	1.18517816
1.76100004	1.17838645
1.77100003	1.17142248
1.78100002	1.16430593
1.79100001	1.15705550
1.80100000	1.14968991
1.81099999	1.14222682
1.82099998	1.13468349
1.83099997	1.12707663
1.84099996	1.11942208
1.85099995	1.11173522
1.86099994	1.10403037
1.87100005	1.09632158
1.88100004	1.08862197
1.89100003	1.08094406
1.90100002	1.07329953
1.91100001	1.06569970
1.92100000	1.05815482
1.93099999	1.05067492
1.94099998	1.04326916
1.95099998	1.03594601
1.96099997	1.02871370
1.97099996	1.02157950
1.98099995	1.01455045
1.99100006	1.00763285
2.00099993	1.00083280
2.01099992	0.994155586
2.02099991	0.987606287
2.03099990	0.981189430
2.04099989	0.974909306
2.05100012	0.968769670
2.06100011	0.962773979
2.07100010	0.956925452
2.08100009	0.951226830
2.09100008	0.945680797
2.10100007	0.940289497
2.11100006	0.935055077
2.12100005	0.929979324
2.13100004	0.925063789
2.14100003	0.920309901
2.15100002	0.915718973
2.16100001	0.911291957
2.17100000	0.907029748
2.18099999	0.902933300
2.19099998	0.899003088
2.20099998	0.895239711
2.21099997	0.891643703
2.22099996	0.888215303
2.23099995	0.884954870
2.24099994	0.881862521
2.25099993	0.878938496
2.26099992	0.876182854
2.27099991	0.873595655
2.28099990	0.871176839
2.29099989	0.868926406
2.30100012	0.866844356
2.31100011	0.864930511
2.32100010	0.863184810
2.33100009	0.861607075
2.34100008	0.860197246
2.35100007	0.858955145
2.36100006	0.857880652
2.37100005	0.856973529
2.38100004	0.856233716
2.39100003	0.855660915
2.40100002	0.855255067
2.41100001	0.855015934
2.42100000	0.854943335
2.43099999	0.855037153
2.44099998	0.855297148
2.45099998	0.855723083
2.46099997	0.856314838
2.47099996	0.857072115
2.48099995	0.857994676
2.49099994	0.859082341
2.50099993	0.860334814
2.51099992	0.861751735
2.52099991	0.863332748
2.53099990	0.865077555
2.54099989	0.866985679
2.55100012	0.869056642
2.56100011	0.871289849
2.57100010	0.873684764
2.58100009	0.876240671
2.59100008	0.878956735
2.60100007	0.881832182
2.61100006	0.884865999
2.62100005	0.888056993
2.63100004	0.891404033
2.64100003	0.894905746
2.65100002	0.898560524
2.66100001	0.902366698
2.67100000	0.906322360
2.68099999	0.910425425
2.69099998	0.914673626
2.70099998	0.919064283
2.71099997	0.923594713
2.72099996	0.928261817
2.73099995	0.933062196
2.74099994	0.937992215
2.75099993	0.943047881
2.76099992	0.948224843
2.77099991	0.953518450
2.78099990	0.958923519
2.79099989	0.964434683
2.80100012	0.970045984
2.81100011	0.975751102
2.82100010	0.981543243
2.83100009	0.987415135
2.84100008	0.993359029
2.85100007	0.999366701
2.86100006	1.00542939
2.87100005	1.01153791
2.88100004	1.01768231
2.89100003	1.02385247
2.90100002	1.03003752
2.91100001	1.03622591
2.92100000	1.04240608
2.93099999	1.04856539
2.94099998	1.05469120
2.95099998	1.06077003
2.96099997	1.06678832
2.97099996	1.07273173
2.98099995	1.07858586
2.99099994	1.08433580
3.00099993	1.08996665
3.01099992	1.09546292
3.02099991	1.10080922
3.03099990	1.10599005
3.04099989	1.11098981
3.05100012	1.11579323
3.06100011	1.12038481
3.07100010	1.12474966
3.08100009	1.12887299
3.09100008	1.13274074
3.10100007	1.13633907
3.11100006	1.13965487
3.12100005	1.14267576
3.13100004	1.14539051
3.14100003	1.14778829
3.15100002	1.14985955
3.16100001	1.15159583
3.17100000	1.15298986
3.18099999	1.15403557
3.19099998	1.15472829
3.20099998	1.15506446
